iter	Logloss
614	0.2196728608
615	0.2196417009
616	0.2196258749
617	0.2196019393
618	0.2195644929
619	0.2195358522
620	0.219512636
621	0.2194930443
622	0.2194673391
623	0.2194307042
624	0.2193788422
625	0.219344188
626	0.2193334833
627	0.2193076505
628	0.2192747744
629	0.2192577759
630	0.2192157249
631	0.2191976521
632	0.2191635459
633	0.2191402437
634	0.2191032393
635	0.2190933948
636	0.2190632991
637	0.2190307364
638	0.2189967859
639	0.2189810189
640	0.2189495133
641	0.2189271185
642	0.2188983253
643	0.2188715321
644	0.2188533593
645	0.2188223468
646	0.2188054277
647	0.2187451432
648	0.2187267369
649	0.2187120855
650	0.2186697853
651	0.2186400309
652	0.2186055237
653	0.2185785855
654	0.2185518501
655	0.218522654
656	0.2184838284
657	0.2184648871
658	0.2184341181
659	0.2184159021
660	0.2183851905
661	0.2183759276
662	0.218344134
663	0.2183128988
664	0.2182777498
665	0.2182333257
666	0.2182141667
667	0.2181790435
668	0.2181481542
669	0.2181187197
670	0.2180889803
671	0.2180521
672	0.2180287499
673	0.2180120044
674	0.2179922474
675	0.2179667877
676	0.2179411596
677	0.2179162103
678	0.2178893367
679	0.2178645406
680	0.2178301397
681	0.2178032996
682	0.2177759961
683	0.2177453179
684	0.2177035582
685	0.2176777064
686	0.217657541
687	0.2176369993
688	0.2176077351
689	0.2175742687
690	0.2175466246
691	0.2175214974
692	0.2175009115
693	0.2174646236
694	0.2174330247
695	0.2173976132
696	0.2173806922
697	0.2173571556
698	0.2173348067
699	0.2173183631
700	0.2172980403
701	0.2172640737
702	0.2172407161
703	0.217205808
704	0.2171955716
705	0.2171665442
706	0.2171191947
707	0.2170926121
708	0.2170722826
709	0.2170507207
710	0.2170264785
711	0.2169934049
712	0.2169610604
713	0.216927368
714	0.2169091546
715	0.2168844698
716	0.216862196
717	0.2168375001
718	0.2167970604
719	0.216772632
720	0.2167401589
721	0.216716382
722	0.2166869471
723	0.2166578131
724	0.2166217618
725	0.2165974315
726	0.2165723797
727	0.2165516993
728	0.2165062477
729	0.2164915768
730	0.2164655006
731	0.2164489313
732	0.2164306824
733	0.2164014226
734	0.2163739681
735	0.2163440161
736	0.2163276953
737	0.2162871734
738	0.2162566353
739	0.2162424625
740	0.2162243673
741	0.2162100236
742	0.2161809019
743	0.2161526727
744	0.2161307184
745	0.2160989112
746	0.2160909412
747	0.2160768443
748	0.2160372336
749	0.2160144915
750	0.2159877299
751	0.2159743879
752	0.2159339608
753	0.2159018809
754	0.2158925757
755	0.2158609819
756	0.2158291381
757	0.2158076783
758	0.2157663317
759	0.2157426333
760	0.2157159254
761	0.2156883166
762	0.2156586912
763	0.215632883
764	0.2156023399
765	0.2155742058
766	0.2155428022
767	0.2155144363
768	0.2155001609
769	0.215491276
770	0.2154658937
771	0.215423067
772	0.2153905425
773	0.2153638457
774	0.2153336639
775	0.2153107625
776	0.2152795642
777	0.2152573426
778	0.2152414391
779	0.2152172493
780	0.2151819638
781	0.2151499299
782	0.2151251331
783	0.2151053968
784	0.2150912676
785	0.2150623634
786	0.2150390171
787	0.2150136248
788	0.2149702117
789	0.2149447084
790	0.2149303719
791	0.2149039589
792	0.2148812551
793	0.2148644231
794	0.214845182
795	0.2148239719
796	0.2148060005
797	0.214791828
798	0.2147751142
799	0.214756024
800	0.2147319296
801	0.2147053325
802	0.2146757897
803	0.2146344323
804	0.2146063
805	0.2145729792
806	0.2145501795
807	0.2145142118
808	0.2144912132
809	0.214468756
810	0.2144422063
811	0.2144173488
812	0.2143958025
813	0.2143626616
814	0.2143401876
815	0.2143060309
816	0.2142685317
817	0.2142552595
818	0.2142395918
819	0.2142288854
820	0.2142005853
821	0.214186615
822	0.2141656335
823	0.2141467883
824	0.2141218103
825	0.2140986886
826	0.2140741595
827	0.2140492153
828	0.2140198504
829	0.2139961045
830	0.2139870714
831	0.2139560057
832	0.2139350079
833	0.2139173343
834	0.2138932163
835	0.2138705905
836	0.2138396439
837	0.2138076638
838	0.2137855223
839	0.2137566852
840	0.2137251872
841	0.213697494
842	0.213679558
843	0.2136483223
844	0.2136096037
845	0.2135674475
846	0.2135434265
847	0.2135080998
848	0.213488596
849	0.2134576071
850	0.2134157412
851	0.2133783766
852	0.2133640049
853	0.2133262186
854	0.2133068093
855	0.2132911666
856	0.2132791398
857	0.213238543
858	0.2132219408
859	0.2132058862
860	0.2131853989
861	0.2131666507
862	0.2131379211
863	0.2131211509
864	0.2130876784
865	0.2130583983
866	0.2130407258
867	0.2130184203
868	0.2129909901
869	0.2129624871
870	0.2129340015
871	0.2129205893
872	0.2129053002
873	0.2128799379
874	0.2128636913
875	0.2128227235
876	0.2128020281
877	0.2127866245
878	0.2127552061
879	0.2127542122
880	0.2127302336
881	0.2127157679
882	0.212697431
883	0.21267029
884	0.2126612847
885	0.2126289996
886	0.2126168795
887	0.2126010693
888	0.2125769719
889	0.2125558074
890	0.2125323067
891	0.2125036697
892	0.2124873566
893	0.2124667904
894	0.2124556654
895	0.212433714
896	0.2123945697
897	0.212371223
898	0.2123454727
899	0.212318662
900	0.2122991423
901	0.212274017
902	0.2122574054
903	0.2122225884
904	0.2121980229
905	0.2121763017
906	0.2121638734
907	0.2121522416
908	0.2121305822
909	0.2121169742
910	0.2120888806
911	0.212074619
912	0.212040384
913	0.2120196861
914	0.2120008109
915	0.2119720564
916	0.2119525515
917	0.2119301119
918	0.211913595
919	0.211906051
920	0.2118778881
921	0.2118527496
922	0.2118349613
923	0.2118062733
924	0.2117866842
925	0.2117618086
926	0.2117412545
927	0.211712463
928	0.2116966606
929	0.2116821884
930	0.2116748533
931	0.2116430821
932	0.2116171632
933	0.2115834697
934	0.2115758354
935	0.2115512069
936	0.2115446024
937	0.2115173005
938	0.2114945312
939	0.2114753417
940	0.2114605772
941	0.211440509
942	0.2114174905
943	0.2114007727
944	0.2113769166
945	0.2113493281
946	0.2113287525
947	0.2113009744
948	0.2112655606
949	0.2112512454
950	0.2112294727
951	0.2112132375
952	0.2112039045
953	0.211177366
954	0.2111489677
955	0.2111369767
956	0.2111213135
957	0.2110881967
958	0.2110708175
959	0.2110563025
960	0.2110424508
961	0.2110210552
962	0.2109882384
963	0.2109648303
964	0.2109476077
965	0.2109375103
966	0.2109175557
967	0.2109078506
968	0.2108760234
969	0.2108595196
970	0.2108359626
971	0.2108174838
972	0.2108032593
973	0.2107802528
974	0.2107637131
975	0.2107410058
976	0.2107309025
977	0.2107042172
978	0.2106757283
979	0.2106545767
980	0.2106388772
981	0.2106213904
982	0.210601056
983	0.2105815228
984	0.2105593441
985	0.210539
986	0.2105093568
987	0.2104867486
988	0.2104670305
989	0.21043567
990	0.2104133405
991	0.2103960852
992	0.2103734773
993	0.2103356731
994	0.2103077266
995	0.2102835928
996	0.2102673662
997	0.210258317
998	0.2102438929
999	0.2102149864
1000	0.2101815998
1001	0.2101736818
1002	0.2101464254
1003	0.2101167336
1004	0.210109176
1005	0.2101005485
1006	0.2100727734
1007	0.2100453682
1008	0.2100213506
1009	0.210005704
1010	0.2099784935
1011	0.2099590832
1012	0.2099383116
1013	0.209918011
1014	0.2098899144
1015	0.20986454
1016	0.2098336242
1017	0.2097867168
1018	0.2097602784
1019	0.2097393104
1020	0.2097337575
1021	0.2097240822
1022	0.2097004456
1023	0.209673694
1024	0.2096451141
1025	0.209613724
1026	0.2095887821
1027	0.2095648412
1028	0.2095414967
1029	0.2095144353
1030	0.2094838819
1031	0.2094708453
1032	0.209452227
1033	0.2094459301
1034	0.2094201302
1035	0.2094047517
1036	0.2093756517
1037	0.2093540165
1038	0.2093483514
1039	0.2093198788
1040	0.2093041841
1041	0.2092879012
1042	0.209258457
1043	0.20923124
1044	0.2092142511
1045	0.2091841301
1046	0.2091599828
1047	0.2091348148
1048	0.2091200952
1049	0.2090959133
1050	0.2090666564
1051	0.2090407398
1052	0.2090229096
1053	0.2090122237
1054	0.2089858257
1055	0.208969374
1056	0.208944404
1057	0.2089337255
1058	0.2089020466
1059	0.208883992
1060	0.2088674841
1061	0.208837854
1062	0.208817315
1063	0.2087954616
1064	0.2087578789
1065	0.2087433201
1066	0.2087162856
1067	0.2087058949
1068	0.2086819831
1069	0.2086675065
1070	0.2086388614
1071	0.20861997
1072	0.2086004968
1073	0.2085869911
1074	0.2085611002
1075	0.2085501262
1076	0.2085218229
1077	0.2085024219
1078	0.2084848024
1079	0.2084575691
1080	0.2084370395
1081	0.2083932249
1082	0.2083714057
1083	0.2083412442
1084	0.2083199136
1085	0.208294233
1086	0.2082632511
1087	0.2082509751
1088	0.2082295102
1089	0.2082026044
1090	0.2081878442
1091	0.208175824
1092	0.2081581389
1093	0.2081391485
1094	0.2081293691
1095	0.2081093482
1096	0.2080993317
1097	0.2080707524
1098	0.2080538262
1099	0.2080369136
1100	0.2080273161
1101	0.2080079832
1102	0.2079804972
1103	0.2079576308
1104	0.2079341577
1105	0.2079090668
1106	0.2078880375
1107	0.2078607491
1108	0.2078456318
1109	0.2078255512
1110	0.207807172
1111	0.2078011952
1112	0.2077696277
1113	0.207737603
1114	0.2077200035
1115	0.2077022719
1116	0.2076843866
1117	0.2076752222
1118	0.2076599198
1119	0.2076360186
1120	0.2076255746
1121	0.2075963743
1122	0.2075875388
1123	0.2075692343
1124	0.2075442468
1125	0.2075250783
1126	0.2075073679
1127	0.2074916317
1128	0.2074641529
1129	0.2074457763
1130	0.2074375369
1131	0.2074180408
1132	0.2074064895
1133	0.2073845499
1134	0.207357557
1135	0.2073385908
1136	0.2073215285
1137	0.2072985248
1138	0.2072908438
1139	0.207280718
1140	0.2072572043
1141	0.2072339528
1142	0.2071985269
1143	0.2071756869
1144	0.2071606679
1145	0.2071438987
1146	0.2071268393
1147	0.2070995409
1148	0.207076983
1149	0.2070576138
1150	0.2070331355
1151	0.2070056507
1152	0.2069902427
1153	0.2069813827
1154	0.2069649957
1155	0.2069573524
1156	0.2069343011
1157	0.2069050999
1158	0.2068829217
1159	0.2068487834
1160	0.2068116194
1161	0.2067883516
1162	0.2067722423
1163	0.2067457918
1164	0.2067286006
1165	0.2067163546
1166	0.2066976156
1167	0.2066866907
1168	0.2066660322
1169	0.2066548111
1170	0.206632977
1171	0.2066219774
1172	0.20660043
1173	0.2065771629
1174	0.2065627423
1175	0.206549872
1176	0.2065365675
1177	0.2065216176
1178	0.2065148685
1179	0.2065020493
1180	0.2064894375
1181	0.2064670797
1182	0.2064548728
1183	0.2064377173
1184	0.2064184292
1185	0.2064005561
1186	0.2063804409
1187	0.2063615978
1188	0.2063352107
1189	0.2063080912
1190	0.2062928222
1191	0.206261819
1192	0.2062452391
1193	0.2062201504
1194	0.2062099423
1195	0.2061888216
1196	0.2061680345
1197	0.2061430275
1198	0.2061300335
1199	0.2060960238
